Ano;Semestre;Campus;Unidade Acadêmica;Curso;Modalidade;Formato;Tipo Evasão;Alunos
2019;2;OURO PRETO;ESCOLA DE MINAS;ENGENHARIA MECANICA-MEC;BACHARELADO;PRESENCIAL;REOPÇÃO;1
2019;2;OURO PRETO;ESCOLA DE MINAS;ENGENHARIA METALURGICA-MET;BACHARELADO;PRESENCIAL;REOPÇÃO;5
2019;2;OURO PRETO;INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS;ESTATISTICA-EST;BACHARELADO;PRESENCIAL;REOPÇÃO;1
2019;2;OURO PRETO;ESCOLA DE FARMACIA;FARMACIA-FAR;BACHARELADO;PRESENCIAL;REOPÇÃO;1
2019;2;OURO PRETO;"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";FILOSOFIA-FLB;BACHARELADO;PRESENCIAL;REOPÇÃO;1
2019;2;OURO PRETO;"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";FILOSOFIA-FLL;LICENCIATURA;PRESENCIAL;REOPÇÃO;2
2019;2;OURO PRETO;INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS;FISICA-FSB;BACHARELADO;PRESENCIAL;REOPÇÃO;2
2019;2;MARIANA;INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS;HISTORIA-HIL;LICENCIATURA;PRESENCIAL;REOPÇÃO;2
2019;2;MARIANA;INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS;LETRAS-LTB;BACHARELADO;PRESENCIAL;REOPÇÃO;2
2019;2;MARIANA;INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS;LETRAS-LTL;LICENCIATURA;PRESENCIAL;REOPÇÃO;4
2019;2;OURO PRETO;INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS;MATEMATICA-MTB;BACHARELADO;PRESENCIAL;REOPÇÃO;1
2019;2;OURO PRETO;"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";MUSEOLOGIA-MUL;BACHARELADO;PRESENCIAL;REOPÇÃO;1
2019;2;MARIANA;INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS;PEDAGOGIA-PED;LICENCIATURA;PRESENCIAL;REOPÇÃO;1
2019;2;OURO PRETO;INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS;QUIMICA-QLI;LICENCIATURA;PRESENCIAL;REOPÇÃO;7
2019;2;MARIANA;INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;SERVICO SOCIAL-SER;BACHARELADO;PRESENCIAL;REOPÇÃO;1
2019;2;JOÃO MONLEVADE;INSTITUTO DE CIENCIAS EXATAS E APLICADAS;SISTEMAS DE INFORMACAO-SJM;BACHARELADO;PRESENCIAL;REOPÇÃO;2
2019;2;OURO PRETO;"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";TURISMO-TUR;BACHARELADO;PRESENCIAL;REOPÇÃO;2
2019;2;OURO PRETO;CENTRO DE EDUCACAO ABERTA E A DISTANCIA;MATEMATICA-D05;LICENCIATURA;DISTANCIA;TRANSFERENCIA;1
2019;2;OURO PRETO;ESCOLA DE MINAS;ENGENHARIA AMBIENTAL-AMB;BACHARELADO;PRESENCIAL;TRANSFERENCIA;1
2019;2;OURO PRETO;ESCOLA DE MINAS;ENGENHARIA DE MINAS-MIN;BACHARELADO;PRESENCIAL;TRANSFERENCIA;1
2019;2;MARIANA;INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS;LETRAS-LTL;LICENCIATURA;PRESENCIAL;TRANSFERENCIA;1
2019;2;OURO PRETO;ESCOLA DE MEDICINA;MEDICINA-MED;BACHARELADO;PRESENCIAL;TRANSFERENCIA;2
2019;2;MARIANA;INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;SERVICO SOCIAL-SER;BACHARELADO;PRESENCIAL;TRANSFERENCIA;1
