"ano";"semestre";"campus";"unidade_academica";"curso";"modalidade";"formato";"tipo_evasao";"evadidos"
2009;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"";"PRESENCIAL";"CANCELAMENTO";5
2009;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"";"PRESENCIAL";"CANCELAMENTO";5
2009;2;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"ADMINISTRACAO-ADM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2009;2;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"ADMINISTRACAO-ADM";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2009;2;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"CIENCIAS ECONOMICAS-ECO";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2009;2;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"JORNALISMO-JOR";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";4
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"ADMINISTRACAO: ADMINISTRACAO PUBLICA-D03";"BACHARELADO";"DISTANCIA";"CANCELAMENTO";1
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"ADMINISTRACAO: ADMINISTRACAO PUBLICA-D03";"BACHARELADO";"DISTANCIA";"DESLIGAMENTO";8
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"ADMINISTRACAO: ADMINISTRACAO PUBLICA-D03";"BACHARELADO";"DISTANCIA";"NRM";77
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"ADMINISTRACAO PUBLICA-D06";"BACHARELADO";"DISTANCIA";"CANCELAMENTO";1
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"MATEMATICA-D05";"LICENCIATURA";"DISTANCIA";"CANCELAMENTO";2
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"MATEMATICA-D05";"LICENCIATURA";"DISTANCIA";"DESLIGAMENTO";7
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"MATEMATICA-D05";"LICENCIATURA";"DISTANCIA";"NRM";16
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"PEDAGOGIA-D04";"LICENCIATURA";"DISTANCIA";"CANCELAMENTO";5
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"PEDAGOGIA-D04";"LICENCIATURA";"DISTANCIA";"NRM";41
2009;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"PEDAGOGIA: LICENCIATURA PARA A EDUCACAO INFANTIL-D02";"LICENCIATURA";"DISTANCIA";"NRM";1
2009;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2009;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"BACHARELADO";"PRESENCIAL";"NRM";4
2009;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"MUSEOLOGIA-MUL";"BACHARELADO";"PRESENCIAL";"NRM";1
2009;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2009;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";3
2009;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";3
2009;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2009;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"OBITO";1
2009;2;"OURO PRETO";"ESCOLA DE MEDICINA";"MEDICINA-MED";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2009;2;"OURO PRETO";"ESCOLA DE MEDICINA";"MEDICINA-MED";"BACHARELADO";"PRESENCIAL";"NRM";1
2009;2;"OURO PRETO";"ESCOLA DE MEDICINA";"MEDICINA-MED";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ARQUITETURA E URBANISMO-ARQ";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ARQUITETURA E URBANISMO-ARQ";"BACHARELADO";"PRESENCIAL";"NRM";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ARQUITETURA E URBANISMO-ARQ";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"BACHARELADO";"PRESENCIAL";"NRM";2
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"BACHARELADO";"PRESENCIAL";"NRM";2
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";3
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";3
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"BACHARELADO";"PRESENCIAL";"NRM";3
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"BACHARELADO";"PRESENCIAL";"NRM";4
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";5
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"BACHARELADO";"PRESENCIAL";"NRM";4
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";2
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA MECANICA-MEC";"BACHARELADO";"PRESENCIAL";"NRM";2
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2009;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";3
2009;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";4
2009;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";9
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"NRM";3
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"";"PRESENCIAL";"CANCELAMENTO";2
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"";"PRESENCIAL";"DESLIGAMENTO";1
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"ESTATISTICA-EST";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";"CANCELAMENTO";4
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"";"PRESENCIAL";"CANCELAMENTO";8
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";3
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"BACHARELADO";"PRESENCIAL";"JUBILAMENTO";1
2009;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"BACHARELADO";"PRESENCIAL";"NRM";1
2009;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"";"PRESENCIAL";"CANCELAMENTO";4
2009;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"";"PRESENCIAL";"TRANSFERENCIA";1
2009;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";"CANCELAMENTO";3
2009;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";"DESLIGAMENTO";3
2009;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";"TRANSFERENCIA";1
2009;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"LICENCIATURA";"PRESENCIAL";"DESLIGAMENTO";1
2009;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"LICENCIATURA";"PRESENCIAL";"TRANSFERENCIA";1
2009;2;"OURO PRETO";"REITORIA";"EDUCACAO FISICA-EFD";"";"PRESENCIAL";"CANCELAMENTO";1
2009;2;"OURO PRETO";"REITORIA";"EDUCACAO FISICA-EFD";"";"PRESENCIAL";"DESLIGAMENTO";2
2009;2;"OURO PRETO";"REITORIA";"EDUCACAO FISICA-EFD";"";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"ENGENHARIA DE COMPUTACAO-CJM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"ENGENHARIA DE COMPUTACAO-CJM";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"ENGENHARIA DE PRODUCAO-PJM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"ENGENHARIA DE PRODUCAO-PJM";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";3
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"ENGENHARIA DE PRODUCAO-PJM";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"ENGENHARIA ELETRICA-EJM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"SISTEMAS DE INFORMACAO-SJM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"SISTEMAS DE INFORMACAO-SJM";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";3
2010;1;"JOÃO MONLEVADE";"INSTITUTO DE CIENCIAS EXATAS E APLICADAS";"SISTEMAS DE INFORMACAO-SJM";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"";"PRESENCIAL";"CANCELAMENTO";10
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"";"PRESENCIAL";"DESLIGAMENTO";13
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"";"PRESENCIAL";"JUBILAMENTO";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"";"PRESENCIAL";"NRM";5
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"";"PRESENCIAL";"CANCELAMENTO";15
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"";"PRESENCIAL";"DESLIGAMENTO";6
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"";"PRESENCIAL";"JUBILAMENTO";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"";"PRESENCIAL";"NRM";7
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"";"PRESENCIAL";"TRANSFERENCIA";3
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"PEDAGOGIA-PED";"LICENCIATURA";"PRESENCIAL";"CANCELAMENTO";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"PEDAGOGIA-PED";"LICENCIATURA";"PRESENCIAL";"DESLIGAMENTO";2
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"PEDAGOGIA-PED";"LICENCIATURA";"PRESENCIAL";"NRM";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"ADMINISTRACAO-ADM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";7
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"ADMINISTRACAO-ADM";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";6
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"ADMINISTRACAO-ADM";"BACHARELADO";"PRESENCIAL";"NRM";4
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"ADMINISTRACAO-ADM";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"CIENCIAS ECONOMICAS-ECO";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"CIENCIAS ECONOMICAS-ECO";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"JORNALISMO-JOR";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";6
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"JORNALISMO-JOR";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";6
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"JORNALISMO-JOR";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"SERVICO SOCIAL-SER";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";3
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"SERVICO SOCIAL-SER";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";2
2010;1;"MARIANA";"INSTITUTO DE CIENCIAS SOCIAIS APLICADAS";"SERVICO SOCIAL-SER";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"ADMINISTRACAO: ADMINISTRACAO PUBLICA-D03";"BACHARELADO";"DISTANCIA";"CANCELAMENTO";4
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"ADMINISTRACAO: ADMINISTRACAO PUBLICA-D03";"BACHARELADO";"DISTANCIA";"DESLIGAMENTO";24
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"ADMINISTRACAO PUBLICA-D06";"BACHARELADO";"DISTANCIA";"CANCELAMENTO";8
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"MATEMATICA-D05";"LICENCIATURA";"DISTANCIA";"CANCELAMENTO";7
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"MATEMATICA-D05";"LICENCIATURA";"DISTANCIA";"DESLIGAMENTO";7
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"MATEMATICA-D05";"LICENCIATURA";"DISTANCIA";"NRM";83
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"PEDAGOGIA-D04";"LICENCIATURA";"DISTANCIA";"CANCELAMENTO";7
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"PEDAGOGIA: LICENCIATURA PARA A EDUCACAO INFANTIL-D02";"LICENCIATURA";"DISTANCIA";"CANCELAMENTO";1
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"PEDAGOGIA: LICENCIATURA PARA A EDUCACAO INFANTIL-D02";"LICENCIATURA";"DISTANCIA";"DESLIGAMENTO";11
2010;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"PEDAGOGIA: LICENCIATURA PARA A EDUCACAO INFANTIL-D02";"LICENCIATURA";"DISTANCIA";"OBITO";3
2010;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";8
2010;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";2
2010;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"BACHARELADO";"PRESENCIAL";"NRM";4
2010;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"MUSEOLOGIA-MUL";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";1
2010;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"MUSEOLOGIA-MUL";"BACHARELADO";"PRESENCIAL";"NRM";2
2010;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";5
2010;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";2
2010;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";17
2010;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";10
2010;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"JUBILAMENTO";1
2010;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"NRM";3
2010;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"OURO PRETO";"ESCOLA DE MEDICINA";"MEDICINA-MED";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";14
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ARQUITETURA E URBANISMO-ARQ";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";5
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ARQUITETURA E URBANISMO-ARQ";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";4
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";3
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";4
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";7
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";6
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";2
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";3
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";3
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";5
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";2
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"BACHARELADO";"PRESENCIAL";"JUBILAMENTO";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"BACHARELADO";"PRESENCIAL";"NRM";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA MECANICA-MEC";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";2
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA MECANICA-MEC";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";3
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";5
2010;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";1
2010;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"CIENCIA E TECNOLOGIA DE ALIMENTOS-ALI";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";6
2010;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";10
2010;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";2
2010;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"CANCELAMENTO";18
2010;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"DESLIGAMENTO";8
2010;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"JUBILAMENTO";1
2010;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"NRM";5
2010;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"BACHARELADO";"PRESENCIAL";"TRANSFERENCIA";2
